State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
MD,CECIL,24015,920,"2,017,969","36,352","1,971,035","48,083","1,729,945","45,979","1,584,162","27,486","2,106,452","36,261","2,566,906","45,988","2,151,031","48,123","2,148,410","42,102","2,586,993","55,674","2,503,561","66,157","2,582,273","83,986","2,351,233","71,900","2,240,671","60,221","4,455,214","107,414","2,917,244","96,467","587,389","10,111","582,907","11,118","361,648","8,680","412,623","5,593","529,226","7,009","511,300","10,542","423,969","9,958","505,882","11,660","483,153","10,968","492,393","12,351","531,934","13,605","473,267","12,040","402,610","8,544","768,996","13,608","498,275","10,865","243,563","718,356","176,597","662,943","158,855","511,108","286,206","1,338,073","48,333","147,588","33,827","143,546","32,278","113,175","83,465","448,508","423,785","483,221","466,673","417,532","637,774","546,611","476,047","437,870","574,598","598,667","458,032","619,120","412,186","448,121","483,122","449,318","455,254"
MD,CHARLES,24017,"1,200","803,107","51,009","777,934","68,251","676,820","66,772","614,070","39,963","808,564","52,619","975,131","66,413","851,908","69,146","884,703","60,447","1,105,020","80,155","1,106,856","95,094","1,179,357","120,443","943,606","103,455","791,030","86,270","1,383,596","153,991","796,130","139,742","233,768","14,188","230,063","15,782","141,490","12,605","159,945","8,133","203,144","10,171","194,235","15,224","167,911","14,308","208,319","16,741","206,376","15,791","217,693","17,754","242,941","19,511","189,933","17,324","142,135","12,240","238,817","19,509","135,982","15,739","215,249","68,725","170,489","94,055","169,743","58,300","158,545","34,028","69,241","21,185","55,505","28,721","54,120","16,745","47,297","8,859","544,514","591,715","489,947","509,641","846,695","691,488","604,989","582,079","730,307","733,527","612,527","774,560","552,105","566,331","638,889","560,212","577,600"
MD,DORCHESTER,24019,"1,502","2,989,859","10,986","3,029,937","14,267","2,759,935","13,389","2,623,798","7,773","3,623,241","9,929","4,587,062","12,431","3,887,472","12,817","3,925,149","11,000","4,776,224","14,130","4,669,166","16,618","4,863,227","20,659","4,099,248","17,076","3,633,253","13,971","6,746,274","24,295","4,140,051","20,969","870,286","3,056","896,062","3,299","576,969","2,527","683,414","1,582","910,305","1,919","913,693","2,850","766,222","2,652","924,247","3,046","892,018","2,784","918,318","3,103","1,001,799","3,347","825,115","2,860","652,834","1,982","1,164,446","3,078","707,134","2,362","29,937","1,257,034","32,098","1,522,938","33,341","1,580,973","24,986","1,575,106","9,467","413,211","11,054","498,897","11,327","495,815","8,253","475,296","680,896","724,674","597,401","584,309","1,046,060","852,566","806,086","683,509","868,476","926,719","765,840","861,030","697,858","602,500","774,904","711,854","727,821"
MD,FREDERICK,24021,"1,728","5,158,990","77,059","4,918,217","102,934","4,205,776","99,695","3,745,082","59,885","4,831,735","79,736","5,698,599","102,816","4,717,233","110,338","4,654,927","98,870","5,538,811","131,968","5,297,536","157,768","5,401,066","201,128","4,499,748","172,329","3,940,793","144,296","7,228,124","258,392","4,380,316","234,435","1,501,675","21,434","1,454,495","23,802","879,225","18,820","975,472","12,187","1,213,927","15,413","1,135,099","23,569","929,769","22,832","1,096,087","27,382","1,034,441","25,999","1,041,904","29,455","1,112,591","32,581","905,730","28,858","708,093","20,473","1,247,616","32,735","748,173","26,405","1,576,549","3,572,106","1,429,187","3,211,555","1,398,093","3,012,523","1,234,483","2,683,296","346,891","626,547","316,074","565,695","319,196","547,579","279,776","536,508","759,302","956,844","959,231","952,294","1,233,663","1,057,326","844,796","935,333","1,215,141","1,141,002","825,927","1,341,812","694,582","1,012,873","1,059,793","919,493","831,687"
MD,GARRETT,24023,"1,699","834,638","9,278","818,257","12,125","720,952","11,573","662,864","6,822","885,123","8,939","1,083,354","11,261","929,009","11,637","948,484","10,084","1,166,299","13,109","1,151,510","15,289","1,210,677","19,037","1,025,458","15,807","913,347","12,926","1,704,305","22,595","1,051,111","19,541","242,946","2,581","241,988","2,804","150,716","2,185","172,655","1,388","222,379","1,728","215,792","2,581","183,108","2,408","223,338","2,793","217,820","2,583","226,476","2,854","249,393","3,084","206,409","2,647","164,113","1,834","294,173","2,863","179,533","2,201","641,125","659,484","644,400","673,535","608,390","598,386","613,243","630,338","174,193","134,495","178,169","140,268","167,007","118,249","171,595","126,992","1,279,219","1,450,664","1,001,798","869,206","1,356,227","1,097,954","940,727","1,000,702","1,072,096","1,254,081","1,061,725","1,360,098","939,767","1,097,529","775,567","864,542","916,279"
MD,HARFORD,24025,"1,154","1,530,170","109,329","1,554,707","147,673","1,419,727","143,355","1,352,987","86,846","1,872,775","115,976","2,376,389","149,262","2,125,260","154,679","2,252,971","136,802","2,865,842","181,068","2,917,740","215,869","3,154,672","273,263","2,510,254","230,787","2,091,305","190,812","3,631,960","337,737","2,072,728","299,643","445,401","30,410","459,783","34,147","296,796","27,062","352,409","17,673","470,517","22,418","473,351","34,216","418,890","32,007","530,503","37,888","535,231","35,672","573,852","40,302","649,845","44,267","505,275","38,647","375,772","27,073","626,898","42,787","354,029","33,749","621,841","862,678","518,766","599,985","514,181","567,606","499,012","519,721","160,888","161,823","136,802","110,982","138,179","107,465","135,745","101,328","518,082","617,061","598,728","571,434","813,725","692,022","586,189","585,616","760,673","751,641","564,483","819,800","492,085","604,878","662,095","576,830","568,685"
MD,HOWARD,24027,657,"1,101,722","125,621","1,009,079","174,317","824,139","173,723","695,722","106,682","842,933","142,898","922,147","182,894","799,438","196,115","824,442","174,761","1,023,238","233,928","1,019,011","281,204","1,079,997","357,904","956,402","309,812","889,024","262,734","1,728,495","470,921","1,109,063","424,035","320,688","34,941","298,421","40,308","172,288","32,795","181,213","21,710","211,779","27,622","183,682","41,926","157,570","40,581","194,130","48,401","191,102","46,085","200,416","52,500","222,474","57,978","192,509","51,881","159,742","37,278","298,348","59,659","189,432","47,759","327,024","406,154","282,459","299,567","247,598","221,358","204,046","174,407","90,664","86,990","79,429","64,436","71,177","48,098","56,943","35,312","285,091","361,890","365,491","364,711","467,880","398,950","319,885","354,840","464,907","436,318","313,543","507,884","260,309","384,204","404,218","313,177","320,126"
MD,KENT,24029,735,"3,359,881","6,649","3,599,200","8,645","3,450,336","8,287","3,438,889","4,851","4,961,881","6,307","6,544,088","7,990","5,170,164","8,195","4,858,561","7,105","5,492,048","9,266","4,976,767","10,917","4,793,027","13,652","4,014,127","11,378","3,534,518","9,253","6,519,146","16,368","3,973,447","14,322","977,992","1,849","1,064,414","1,999","721,299","1,564","895,719",987,"1,246,625","1,219","1,303,511","1,832","1,019,042","1,696","1,144,036","1,968","1,025,707","1,825","978,816","2,038","987,338","2,212","807,982","1,905","635,093","1,313","1,125,243","2,074","678,678","1,613","134,443","771,244","124,136","638,998","106,472","584,705","107,895","661,415","24,517","172,663","24,628","147,754","22,242","141,343","20,796","150,257","333,379","360,758","305,956","295,478","512,222","420,738","393,178","337,725","431,687","458,312","372,559","432,828","337,941","304,642","382,817","350,906","371,894"
MD,MONTGOMERY,24031,"1,311","2,594,797","694,685","2,421,439","938,969","2,021,535","904,342","1,751,751","532,687","2,190,747","700,412","2,492,503","884,259","1,953,244","921,485","1,819,047","801,044","2,035,671","1,052,147","1,824,016","1,246,437","1,734,475","1,569,996","1,534,329","1,334,082","1,424,825","1,107,945","2,767,703","1,967,787","1,774,353","1,754,621","755,291","193,225","716,107","217,121","422,605","170,720","456,274","108,402","550,404","135,391","496,479","202,705","384,985","190,679","428,328","221,852","380,186","207,280","358,742","232,704","357,293","254,330","308,837","223,404","256,017","157,199","477,722","249,293","303,065","197,624","486,539","556,082","382,196","417,393","417,206","301,775","293,685","241,643","131,254","103,002","103,275","78,305","114,309","55,801","81,716","46,308","571,613","714,650","708,297","710,661","933,823","793,664","639,608","701,436","914,386","861,883","629,730","999,422","528,869","754,037","795,694","633,446","636,371"
MD,PRINCE GEORGES,24033,"1,263","565,699","691,595","591,745","910,495","555,347","867,113","543,040","513,158","770,140","663,981","999,932","831,872","809,277","857,320","780,404","747,557","906,986","981,047","846,848","1,160,543","842,398","1,453,751","710,298","1,229,234","629,763","1,008,119","1,169,749","1,779,898","718,097","1,581,018","164,663","192,366","175,000","210,536","116,096","163,692","141,444","104,428","193,490","128,348","199,176","190,696","159,509","177,402","183,760","207,039","169,391","193,273","166,555","216,668","173,529","235,499","142,972","205,846","113,158","143,035","201,905","225,490","122,653","178,071","195,484","104,572","188,246","89,492","162,867","76,285","154,042","75,353","59,323","26,256","56,768","23,441","48,010","19,116","38,906","17,289","563,293","644,602","579,050","579,235","890,621","739,480","646,342","623,438","799,117","798,469","627,882","837,454","553,619","611,686","706,814","604,803","625,969"
MD,QUEEN ANNES,24035,978,"4,052,631","13,157","4,289,762","17,751","4,069,210","17,221","4,017,861","10,278","5,748,808","13,412","7,524,856","16,828","6,316,852","17,535","6,319,988","15,205","7,622,883","20,233","7,389,038","24,605","7,633,420","31,338","6,342,784","26,723","5,539,642","22,389","10,131,689","39,732","6,121,650","35,412","1,179,637","3,660","1,268,638","4,105","850,676","3,251","1,046,522","2,092","1,444,333","2,593","1,498,869","3,858","1,245,054","3,628","1,488,155","4,211","1,423,666","3,986","1,453,254","4,594","1,572,444","5,077","1,276,704","4,475","995,379","3,177","1,748,789","5,034","1,045,598","3,989","184,311","681,596","184,221","802,720","142,222","876,867","139,828","969,424","45,738","164,657","47,730","206,514","37,138","234,996","38,681","269,046","443,984","471,417","385,787","376,304","681,013","554,505","529,082","442,364","561,761","603,687","498,883","552,119","455,149","383,986","504,426","464,940","502,287"
MD,ST MARYS,24037,948,"1,071,119","37,491","1,128,872","50,623","1,066,665","49,231","1,049,508","29,560","1,496,873","38,949","1,953,644","48,981","1,636,603","49,434","1,634,100","42,933","1,967,093","56,011","1,903,089","66,851","1,962,355","86,210","1,755,191","73,923","1,646,411","60,638","3,227,723","106,879","2,086,849","94,343","311,780","10,428","333,848","11,706","222,988","9,294","273,363","6,016","376,075","7,529","389,145","11,228","322,575","10,229","384,778","11,890","367,379","11,035","374,294","12,481","404,235","13,965","353,293","12,379","295,832","8,603","557,124","13,540","356,441","10,626","247,075","201,134","232,173","217,887","232,697","210,474","250,729","137,493","82,023","63,512","80,024","72,037","79,842","69,304","80,400","41,493","425,778","456,997","381,016","384,352","660,653","539,242","489,940","446,019","560,862","574,904","481,866","574,535","437,977","413,750","495,691","444,272","456,213"
MD,SOMERSET,24039,863,"1,310,382","7,775","1,231,575","11,403","1,036,573","11,194","906,698","6,592","1,146,380","8,336","1,321,218","10,461","1,073,160","10,903","1,038,760","9,642","1,211,972","12,499","1,136,230","14,807","1,135,077","18,340","992,611","15,215","911,946","12,433","1,753,814","21,700","1,113,883","19,278","381,425","2,163","364,221","2,637","216,698","2,113","236,165","1,341","288,017","1,611","263,172","2,398","211,520","2,256","244,595","2,670","226,350","2,462","223,470","2,764","233,820","2,971","199,797","2,548","163,861","1,764","302,719","2,749","190,255","2,171","83,268","2,942,380","58,910","3,113,195","67,926","3,261,077","58,269","2,629,535","26,170","903,021","18,343","954,572","22,060","986,577","19,344","792,379","388,692","416,345","351,357","344,258","598,055","489,685","451,533","398,909","504,967","526,632","438,468","512,326","399,760","365,916","434,869","399,759","353,417"
MD,TALBOT,24041,709,"2,735,758","13,027","2,812,126","17,253","2,596,650","16,588","2,501,003","9,869","3,497,207","12,935","4,481,094","16,110","3,678,449","16,689","3,599,372","14,582","4,246,602","19,204","4,027,023","22,458","4,070,509","28,199","3,430,236","23,917","3,039,553","19,654","5,642,492","34,544","3,461,818","30,245","796,322","3,623","831,648","3,989","542,834","3,131","651,430","2,008","878,640","2,500","892,585","3,693","725,024","3,453","847,537","4,039","793,105","3,783","792,023","4,193","838,503","4,568","690,454","4,005","546,156","2,789","973,927","4,376","591,290","3,406","119,987","669,945","99,860","688,677","56,825","582,730","54,246","920,170","33,796","184,259","27,333","189,726","16,072","165,837","14,998","264,971","321,671","339,854","275,342","269,595","493,307","400,676","384,335","319,391","404,757","436,122","362,002","395,567","330,660","274,259","365,271","336,657","365,479"
MD,WASHINGTON,24043,"1,211","2,528,953","69,818","2,475,562","89,995","2,177,740","85,375","1,998,996","50,516","2,664,708","66,244","3,255,698","83,815","2,750,826","86,430","2,769,467","74,768","3,360,650","97,833","3,276,626","114,870","3,404,151","143,025","2,784,814","119,971","2,392,338","98,106","4,299,395","172,665","2,549,739","151,152","736,126","19,420","732,113","20,810","455,260","16,117","520,673","10,280","669,483","12,805","648,500","19,213","542,189","17,885","652,121","20,707","627,642","19,274","644,437","21,446","701,237","23,169","560,540","20,090","429,862","13,920","742,101","21,874","435,504","17,024","927,132","1,630,633","901,239","1,917,835","893,478","1,706,591","843,880","1,670,300","233,340","322,353","235,002","429,996","232,409","369,186","212,578","344,630","585,218","706,450","675,845","635,954","878,004","772,112","614,669","662,116","815,714","779,986","588,960","951,008","531,213","709,742","727,958","712,663","581,290"
MD,WICOMICO,24045,986,"1,817,656","38,180","1,912,848","50,178","1,805,046","47,961","1,773,882","28,397","2,527,256","37,506","3,295,154","47,395","2,631,220","49,702","2,501,419","43,398","2,863,474","57,195","2,630,906","67,322","2,572,553","84,088","2,336,285","70,975","2,221,361","58,188","4,407,958","103,129","2,881,159","90,349","529,082","10,620","565,698","11,603","377,348","9,054","462,039","5,779","634,949","7,250","656,359","10,865","518,615","10,285","589,004","12,019","534,789","11,268","517,439","12,569","529,932","13,622","470,258","11,885","399,141","8,256","760,839","13,065","492,112","10,176","63,240","5,253,512","60,632","5,965,053","54,532","5,505,226","70,693","5,000,577","19,760","1,611,725","19,353","1,830,136","17,612","1,689,153","22,639","1,510,175","447,505","479,132","404,394","390,686","686,147","562,171","524,244","450,627","575,984","611,760","502,437","579,992","457,518","408,811","497,508","463,555","408,886"
MD,WORCESTER,24047,"1,241","2,037,444","13,758","2,072,507","17,854","1,894,681","16,881","1,807,557","9,965","2,504,583","13,435","3,181,295","17,279","2,591,076","18,403","2,515,116","16,345","2,943,104","22,052","2,767,549","26,792","2,773,433","34,541","2,535,330","29,568","2,424,455","24,730","4,835,230","44,236","3,174,546","39,369","593,058","3,827","612,915","4,128","396,086","3,187","470,810","2,028","629,253","2,597","633,679","3,961","510,702","3,808","592,229","4,527","549,661","4,344","544,313","5,002","571,312","5,595","510,323","4,951","435,633","3,509","834,589","5,604","542,223","4,434","111,032","4,831,089","107,145","5,186,426","68,054","4,180,850","51,868","3,789,503","35,218","1,494,389","35,460","1,598,583","22,340","1,295,385","16,358","1,140,803","560,068","604,265","523,340","499,928","856,922","707,190","648,545","568,070","729,072","768,234","629,122","748,452","573,024","533,558","604,700","572,959","486,067"
MD,BALTIMORE,24510,212,,"158,518",,"203,629",,"189,923",,"110,453",,"140,753",,"174,489",,"178,518",,"153,140",,"198,202",,"231,193",,"286,395",,"238,830",,"193,946",,"338,837",,"293,455",,"44,091",,"47,086",,"35,853",,"22,477",,"27,208",,"39,999",,"36,940",,"42,413",,"39,047",,"43,163",,"46,394",,"39,994",,"27,518",,"42,926",,"33,052",,,,,,,,,,,,,,,,,"92,596","114,641","113,017","112,257","150,275","127,451","104,718","111,535","145,628","139,179","102,040","157,440","86,127","118,035","127,171","101,943","103,775"
MA,BARNSTABLE,25001,"1,091","140,373","47,273","136,109","72,053","88,308","74,718","148,152","120,019","124,625","89,489","146,018","100,678","159,020","114,378","171,959","133,820","231,831","107,157","204,018","164,068","207,593","248,322","168,771","180,018","194,254","119,874","147,215","204,909","163,924","182,424","32,628","5,602","31,820","9,838","18,226","9,709","27,729","14,681","26,436","11,349","29,726","13,039","36,453","14,720","43,802","17,557","56,801","15,916","55,601","20,806","47,900","27,185","41,025","23,575","43,093","19,838","31,665","26,745","31,311","23,774","4,060","11,162","4,324","8,052","4,617","8,587","5,285","11,981","1,169","2,808",834,"1,359",983,"1,515","1,175","2,433","480,809","460,027","222,403","342,145","415,917","350,385","444,898","394,730","381,242","457,807","471,324","476,212","487,521","334,259","305,060","502,421","321,612"
