State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
LA,VERMILION,22113,"3,124","6,635,044","10,580","6,409,216","13,604","6,516,221","15,493","7,516,085","18,329","6,726,045","17,351","7,981,533","21,962","6,836,442","24,004","8,147,117","25,408","7,687,904","22,951","9,362,744","28,068","8,586,737","29,006","10,664,265","25,962","9,234,912","28,354","9,740,995","33,002","9,040,822","41,948","776,487","2,080","921,410","2,407","866,207","2,627","881,374","3,077","782,620","2,464","902,462","3,212","828,147","3,243","932,464","3,856","879,626","4,683","1,099,767","4,280","1,077,290","3,886","1,237,448","3,638","1,010,205","3,741","1,040,480","3,841","1,038,900","4,299","1,466,773","12,803","1,507,921","9,581","1,564,941","13,498","1,722,391","9,526","456,822","2,716","477,893","1,946","505,805","2,836","557,220","1,689","1,122,585","1,290,995","1,716,955","1,226,543","1,697,246","1,293,342","2,123,412","1,815,537","1,339,874","1,342,362","1,974,350","1,349,789","2,049,783","1,523,214","1,215,821","984,730","1,261,961"
LA,VERNON,22115,"3,475","716,739","13,284","695,698","17,207","710,771","19,329","823,880","23,430","740,952","23,012","883,680","28,924","689,255","26,555","744,285","28,204","632,661","24,717","689,170","29,042","560,512","27,924","743,374","24,472","683,371","26,548","761,334","30,985","743,068","39,078","83,879","2,611","100,016","3,045","94,483","3,278","96,612","3,933","86,215","3,268","99,917","4,231","83,494","3,588","85,186","4,280","72,387","5,043","80,951","4,429","70,322","3,741","86,259","3,429","74,754","3,503","81,321","3,606","85,387","4,005","859,432","393,145","740,812","382,601","589,438","329,374","657,045","229,948","260,490","100,928","220,474","96,915","179,346","86,398","206,562","59,838","1,117,140","1,246,256","1,354,796","1,073,843","2,060,196","1,568,655","2,132,778","1,563,493","1,287,628","1,512,962","1,682,237","1,270,459","1,919,002","1,361,214","1,322,186","1,493,872","1,505,091"
LA,WASHINGTON,22117,"1,751","2,336,215","10,566","2,403,465","13,467","2,594,925","15,198","3,170,145","17,999","2,997,640","16,732","3,750,667","21,096","3,062,095","22,905","3,477,625","24,123","3,126,627","21,881","3,626,889","26,493","3,167,154","27,013","3,812,242","23,827","3,199,623","25,901","3,271,048","30,161","2,942,414","38,203","273,403","2,077","345,530","2,383","344,946","2,577","371,747","3,021","348,795","2,376","424,083","3,086","370,933","3,095","398,026","3,661","357,739","4,465","426,022","4,040","397,350","3,619","442,361","3,339","350,006","3,417","349,395","3,510","338,119","3,915","1,745,477","886,170","1,558,091","902,364","1,575,758","811,831","1,497,805","792,807","414,806","154,476","366,055","163,901","372,430","139,803","355,675","137,528","772,204","774,505","989,969","733,882","1,058,640","711,075","1,136,989","795,822","881,264","813,116","1,177,379","848,384","941,370","778,824","787,555","612,845","706,663"
LA,WEBSTER,22119,"1,593","370,395","10,506","355,877","13,406","359,848","15,067","412,758","17,852","367,279","16,522","433,316","20,679","361,411","22,382","419,599","23,851","385,919","21,489","458,287","26,057","410,004","26,507","526,292","23,390","470,086","25,239","510,500","29,117","486,992","36,583","43,347","2,065","51,162","2,372","47,835","2,555","48,402","2,996","42,735","2,346","48,994","3,025","43,780","3,024","48,025","3,619","44,156","4,385","53,831","3,973","51,439","3,551","61,069","3,278","51,423","3,330","54,529","3,389","55,961","3,749","870,634","103,486","571,284","46,861","557,677","50,868","481,698","129,926","266,768","23,561","175,391","10,510","169,146","11,526","150,913","41,238","514,580","554,579","564,166","501,669","924,252","913,890","892,972","576,485","628,673","734,011","692,486","738,142","752,853","720,271","644,598","642,548","725,393"
LA,WEST BATON ROUGE,22121,517,"830,583","5,230","847,710","6,818","908,672","7,762","1,102,865","9,183","1,036,652","8,808","1,290,002","11,252","973,418","12,454","1,010,125","13,264","817,738","12,207","837,793","15,071","629,279","15,331","809,326","13,823","724,166","14,835","787,685","17,287","752,515","22,000","97,202","1,028","121,870","1,206","120,791","1,316","129,327","1,541","120,621","1,251","145,859","1,646","117,917","1,683","115,612","2,013","93,563","2,491","98,409","2,298","78,949","2,054","93,912","1,937","79,216","1,957","84,136","2,012","86,473","2,255","66,272","3,609","118,840","3,830","208,671","5,201","82,372",827,"21,246",746,"35,836",756,"51,152",942,"25,960",155,"192,668","215,609","283,516","204,667","284,119","214,114","347,636","286,051","228,947","224,696","328,449","229,127","326,071","248,225","205,574","166,232","208,622"
LA,WEST CARROLL,22123,933,"3,052,954","2,390","2,990,512","3,078","3,083,199","3,471","3,606,316","4,155","3,272,656","3,944","3,938,200","4,897","3,463,983","5,353","4,231,585","5,517","4,086,578","5,019","5,085,993","6,224","4,760,462","6,326","5,481,050","5,579","4,384,729","6,029","4,255,292","6,973","3,616,712","8,666","357,282",470,"429,926",545,"409,852",589,"422,895",697,"380,795",560,"445,288",716,"419,617",723,"484,319",837,"467,573","1,024","597,411",949,"597,246",847,"636,004",782,"479,644",796,"454,527",811,"415,604",888,"493,744","44,226","519,934","40,725","433,537","26,783","524,306","22,280","160,008","10,301","136,966","8,266","136,937","6,834","127,096","4,777","337,067","325,896","396,396","297,467","536,027","533,744","562,339","334,635","415,311","401,302","418,125","492,825","468,217","497,724","395,974","346,870","424,132"
LA,WEST FELICIANA,22125,"1,103","769,652","2,375","784,771","3,177","840,474","3,621","1,019,277","4,304","957,381","4,091","1,190,553","5,267","906,336","5,748","950,814","5,886","780,412","5,385","814,094","6,872","626,684","7,116","723,711","6,590","580,915","7,313","565,935","8,652","483,129","11,017","90,071",467,"112,821",562,"111,725",614,"119,526",722,"111,398",581,"134,614",770,"109,791",777,"108,824",893,"89,292","1,099","95,625","1,048","78,624",953,"83,977",923,"63,546",965,"60,450","1,007","55,517","1,129","577,984","49,685","543,656","39,194","703,531","35,552","497,997","18,193","184,445","9,953","172,197","8,030","173,625","5,497","163,413","3,827","425,575","457,710","588,837","433,015","610,538","466,154","728,840","555,958","506,202","485,115","689,987","505,797","648,339","517,756","446,474","371,200","449,286"
LA,WINN,22127,"2,478","189,206","2,635","181,169","3,372","182,547","3,837","208,630","4,558","184,951","4,303","217,368","5,539","171,958","6,315","188,711","6,704","163,424","6,054","181,927","7,332","151,805","7,344","185,312","6,413","157,772","6,843","163,656","7,846","149,406","9,720","22,142",518,"26,045",597,"24,266",651,"24,465",765,"21,520",611,"24,578",810,"20,831",853,"21,599","1,017","18,698","1,235","21,369","1,118","19,045",984,"21,503",899,"17,259",903,"17,481",913,"17,169",996,"253,081","162,373","103,878","130,527","84,824","173,678","91,494","213,947","83,016","47,853","34,102","38,195","28,738","53,161","23,520","49,847","811,575","874,075","912,571","760,475","1,444,820","1,326,187","1,508,385","970,296","978,908","1,075,846","1,112,890","1,108,130","1,257,076","1,111,366","994,446","1,007,431","1,106,847"
ME,ANDROSCOGGIN,23001,"1,288","385,386","133,205","343,035","73,039","375,964","57,387","343,940","72,241","322,896","65,847","350,527","74,444","272,212","202,525","304,338","81,941","289,502","92,250","427,855","64,965","408,056","69,455","441,518","64,976","591,109","69,936","410,018","177,414","474,645","178,800","124,291","60,403","121,759","25,011","146,537","18,334","127,874","25,861","120,829","24,647","119,310","30,576","73,113","78,761","115,860","25,190","110,598","27,623","56,960","16,060","54,202","17,153","58,487","17,321","79,021","17,533","155,827","60,439","179,732","62,534","449,021","2,297,523","142,445","790,103","94,999","584,251","101,308","757,630","125,534","812,613","25,141","177,336","14,925","120,117","17,869","179,354","424,884","409,686","273,889","342,164","466,325","533,866","438,558","459,590","427,297","494,790","378,619","690,752","524,345","439,126","437,359","459,578","317,726"
ME,AROOSTOOK,23003,"17,680","6,483,589","51,054","5,957,490","26,691","6,744,174","20,342","6,376,605","25,675","6,191,242","23,585","6,955,745","26,718","5,664,521","71,092","6,656,007","26,816","6,670,807","28,824","10,415,373","20,261","10,526,060","21,572","10,615,522","19,593","13,287,992","20,713","8,641,626","52,024","9,402,364","51,371","2,091,030","23,151","2,114,583","9,140","2,628,632","6,499","2,370,768","9,191","2,316,784","8,828","2,367,544","10,974","1,521,415","27,647","2,533,910","8,244","2,548,432","8,631","1,386,599","5,009","1,398,175","5,327","1,406,208","5,223","1,776,365","5,193","3,284,250","17,723","3,560,356","17,967","265,436","219,834","241,404","225,682","223,221","171,134","301,694","193,884","70,170","40,500","65,695","42,816","63,777","34,496","89,657","41,217","4,782,415","4,169,044","3,977,860","4,408,643","5,128,325","6,795,167","4,614,588","4,863,731","5,351,925","6,356,376","4,657,511","5,207,990","4,809,055","4,469,322","4,312,603","4,386,809","3,384,803"
ME,CUMBERLAND,23005,"2,409","307,155","330,386","258,441","180,466","266,010","140,368","226,746","177,773","196,438","164,310","194,410","187,808","174,509","514,377","224,025","212,246","243,485","242,377","409,687","174,930","443,798","190,841","469,956","180,045","616,957","195,959","420,335","498,779","478,633","505,343","99,061","149,818","91,732","61,798","103,681","44,845","84,302","63,639","73,508","61,502","66,172","77,138","46,871","200,039","85,285","65,247","93,018","72,575","54,542","43,243","58,950","47,131","62,254","47,997","82,476","49,127","159,748","169,917","181,242","176,740","246,705","492,776","198,916","316,522","178,245","206,561","171,506","186,104","62,489","124,063","48,855","70,444","45,281","38,913","45,788","36,155","802,970","774,142","520,007","648,389","883,960","1,000,087","831,216","870,600","799,116","932,452","717,249","1,304,281","988,924","823,068","820,673","865,697","602,981"
ME,FRANKLIN,23007,"4,518","120,553","17,058","116,317","9,327","137,868","7,314","136,127","9,281","137,699","8,556","160,830","9,788","123,869","26,568","137,223","10,896","129,205","12,289","188,773","8,678","177,718","9,403","183,793","8,694","235,912","9,345","157,318","23,691","175,509","23,792","38,880","7,735","41,286","3,194","53,736","2,337","50,611","3,322","51,528","3,202","54,742","4,020","33,269","10,332","52,240","3,350","49,360","3,680","25,131","2,145","23,606","2,322","24,347","2,318","31,537","2,343","59,789","8,071","66,459","8,321","148,036","255,587","117,373","250,985","102,716","208,734","102,727","170,194","31,256","46,624","27,074","51,474","21,250","37,777","22,604","29,424","1,521,154","1,471,430","1,038,574","1,199,753","1,754,574","1,949,721","1,424,429","1,505,762","1,653,262","1,765,996","1,445,064","1,926,093","1,726,156","1,488,727","1,464,624","1,476,277","1,004,271"
ME,HANCOCK,23009,"4,394","46,169","31,992","41,274","17,503","45,441","13,696","41,769","17,500","39,409","16,382","43,006","18,911","42,592","52,422","58,916","21,592","67,913","24,774","119,839","17,672","135,026","19,299","158,348","18,130","226,631","19,507","166,312","49,727","202,047","50,083","14,890","14,507","14,650","5,994","17,711","4,376","15,529","6,265","14,747","6,132","14,638","7,767","11,440","20,387","22,429","6,638","25,945","7,418","15,954","4,368","17,935","4,766","20,976","4,833","30,296","4,891","63,207","16,940","76,508","17,516","26,328","50,421","27,716","24,306","23,945","12,523","19,140","12,116","6,179","13,350","7,157","5,954","6,070","2,380","4,656","2,650","1,617,519","1,680,176","1,219,784","1,240,251","1,828,586","2,121,127","1,341,269","1,786,253","1,561,567","1,478,150","1,605,563","1,614,956","1,652,940","1,568,401","1,287,422","1,713,455","853,202"
ME,KENNEBEC,23011,"2,457","524,535","125,224","467,636","68,155","513,383","53,120","470,478","67,451","442,509","62,596","481,311","71,451","370,732","194,318","410,742","79,093","386,787","89,274","565,182","63,115","532,161","67,744","508,156","62,658","599,525","67,408","365,543","170,990","370,584","172,969","169,168","56,785","165,985","23,339","200,098","16,971","174,920","24,146","165,589","23,430","163,825","29,347","99,574","75,569","156,367","24,314","147,763","26,732","75,243","15,602","70,687","16,731","67,314","16,704","80,146","16,899","138,924","58,250","140,328","60,495","281,018","1,437,895","282,569","1,567,329","179,648","1,104,850","148,192","1,108,248","54,917","355,494","58,771","414,548","32,061","258,022","26,774","268,735","839,235","823,148","572,982","667,127","950,378","1,069,585","806,484","886,377","858,890","933,949","787,525","1,151,292","970,274","840,230","819,324","853,244","577,345"
ME,KNOX,23013,990,"41,681","36,678","42,562","19,753","52,941","15,428","54,493","19,596","57,159","18,246","68,927","21,017","56,985","57,834","67,959","23,706","69,109","26,990","109,459","19,470","112,191","21,144","122,190","19,825","164,545","21,520","114,730","54,891","133,435","55,648","13,442","16,632","15,107","6,764","20,634","4,929","20,260","7,015","21,389","6,830","23,461","8,632","15,305","22,491","25,872","7,288","26,402","8,082","14,572","4,813","14,902","5,222","16,186","5,285","21,997","5,395","43,603","18,700","50,527","19,463","67,965","350,832","48,116","228,510","55,092","133,313","46,356","76,768","17,509","107,941","12,211","67,884","14,256","36,391","13,073","21,725","360,515","368,136","262,007","278,519","406,387","461,360","314,369","390,095","350,164","349,776","351,713","402,368","382,449","349,166","318,131","361,150","221,173"
ME,LINCOLN,23015,"1,243","46,811","25,951","52,945","14,306","71,025","11,374","77,494","14,502","85,143","13,456","106,631","15,508","82,912","42,681","92,826","17,531","88,435","20,246","130,920","14,541","125,097","15,845","138,258","14,865","188,567","16,149","132,957","41,413","156,169","42,327","15,097","11,768","18,793","4,899","27,683","3,634","28,811","5,192","31,861","5,037","36,294","6,370","22,269","16,598","35,338","5,389","33,785","6,062","17,429","3,595","16,617","3,913","18,315","3,963","25,208","4,049","50,530","14,108","59,136","14,804","97,455","160,335","79,720","148,038","59,247","85,532","56,079","99,100","24,039","40,287","20,531","35,664","13,885","16,960","12,284","19,899","437,624","434,729","306,553","345,990","495,085","552,784","411,593","471,211","431,897","465,273","413,176","575,518","493,878","433,325","423,254","433,253","306,000"
ME,OXFORD,23017,"5,636","387,951","34,367","363,682","18,781","419,757","14,842","404,386","18,828","399,820","17,197","457,157","19,684","379,728","53,627","454,905","21,908","464,625","24,965","738,994","17,930","760,513","19,335","730,884","17,997","868,630","19,512","534,093","49,611","546,776","50,278","125,119","15,584","129,087","6,431","163,606","4,742","150,347","6,740","149,614","6,437","155,604","8,085","101,990","20,855","173,180","6,735","177,499","7,475","98,382","4,432","101,019","4,775","96,818","4,798","116,120","4,892","202,982","16,901","207,046","17,584","200,820","331,894","160,480","256,973","110,071","151,689","73,290","166,740","50,896","74,903","40,835","60,132","25,271","26,864","15,157","36,556","1,920,609","1,856,720","1,301,189","1,559,484","2,158,008","2,415,272","1,963,228","2,025,906","1,965,409","2,237,795","1,760,494","2,953,654","2,323,468","1,959,735","1,893,887","1,994,991","1,286,449"
ME,PENOBSCOT,23019,"9,205","952,243","112,548","841,254","61,386","914,695","48,403","829,738","61,598","772,000","56,702","830,071","64,114","669,191","174,632","778,365","71,122","772,143","79,508","1,193,191","56,375","1,193,390","60,372","1,194,876","55,881","1,484,592","60,111","958,091","151,766","1,034,198","153,373","307,109","51,036","298,599","21,021","356,515","15,464","308,490","22,051","288,885","21,224","282,533","26,333","179,736","67,914","296,320","21,864","294,980","23,807","158,850","13,936","158,518","14,910","158,282","14,897","198,463","15,070","364,122","51,701","391,616","53,641","345,010","769,204","271,399","664,819","233,700","585,663","257,219","605,750","74,322","150,475","57,465","125,541","44,502","99,453","52,606","100,438","2,898,475","2,805,594","2,076,023","2,320,945","3,357,278","3,940,548","2,544,512","2,999,730","3,193,344","3,266,212","2,880,129","3,092,963","3,101,104","2,791,617","2,646,455","2,846,487","1,828,477"
ME,PISCATAQUIS,23021,"11,337","186,601","7,356","169,301","3,964","189,247","3,106","176,685","3,967","169,397","3,601","187,929","4,094","152,029","11,023","177,450","4,384","176,656","4,915","273,969","3,447","275,016","3,674","256,577","3,342","294,546","3,541","173,821","8,952","169,359","8,938","60,181","3,336","60,093","1,357","73,762",992,"65,690","1,420","63,389","1,348","63,966","1,682","40,833","4,287","67,554","1,348","67,488","1,472","36,474",852,"36,530",907,"33,988",891,"39,375",888,"66,061","3,049","64,131","3,126","95,406","151,905","68,822","147,499","62,389","124,289","75,031","122,336","21,543","25,643","14,541","24,576","13,472","20,629","16,902","20,563","3,358,064","3,143,531","2,233,746","2,626,814","3,888,887","4,553,477","2,902,189","3,203,171","3,957,809","4,103,363","3,260,717","3,535,596","3,617,457","3,127,616","3,248,270","3,028,922","2,239,742"
ME,SAGADAHOC,23023,679,"46,169","36,085","41,793","19,620","46,608","15,359","43,411","19,787","41,521","18,473","45,951","20,805","38,384","55,934","46,231","22,707","47,461","25,679","75,858","18,846","78,434","20,563","78,592","19,162","97,727","20,893","63,121","52,734","68,194","53,655","14,890","16,363","14,834","6,719","18,166","4,907","16,140","7,084","15,537","6,915","15,641","8,545","10,309","21,752","17,600","6,980","18,131","7,689","10,099","4,659","10,418","5,078","10,411","5,108","13,064","5,238","23,989","17,965","25,823","18,766","63,673","194,042","51,797","110,065","49,117","53,879","56,616","53,083","16,832","57,283","13,700","28,801","12,738","9,620","14,882","9,507","232,079","225,954","156,106","186,617","260,218","290,185","232,507","250,654","230,389","262,217","212,397","349,233","276,566","236,599","235,974","233,615","174,446"
ME,SOMERSET,23025,"10,607","387,310","26,156","351,493","14,280","393,007","11,276","367,019","14,492","351,974","13,443","390,587","15,337","322,987","41,621","385,270","16,909","391,873","19,104","620,793","13,889","636,409","14,835","617,040","13,728","740,626","14,742","460,506","37,311","477,474","37,427","124,912","11,861","124,761","4,890","153,180","3,603","136,454","5,188","131,710","5,032","132,945","6,300","86,750","16,186","146,670","5,198","149,706","5,720","82,646","3,434","84,534","3,664","81,737","3,660","99,008","3,696","175,015","12,711","180,803","13,090","362,227","830,635","329,704","713,123","273,735","608,135","234,165","521,263","76,588","167,707","72,099","144,919","61,880","120,995","51,798","97,499","3,270,196","3,116,890","2,089,749","2,488,103","3,797,548","4,342,131","2,802,844","3,099,268","3,801,084","3,884,060","3,146,502","3,511,709","3,558,113","3,055,164","3,169,990","2,980,332","2,152,488"
ME,WALDO,23027,"1,945","285,352","24,910","239,000","13,722","244,661","10,975","207,177","14,142","178,027","13,205","174,380","15,196","134,940","42,097","150,276","17,155","142,331","19,728","209,336","14,144","198,567","15,308","248,019","14,360","371,668","15,529","282,475","39,978","352,777","41,229","92,029","11,296","84,832","4,699","95,360","3,507","77,027","5,063","66,618","4,943","59,354","6,242","36,243","16,371","57,209","5,274","54,375","5,907","27,869","3,496","26,376","3,780","32,854","3,828","49,685","3,893","107,354","13,619","133,585","14,420","219,775","1,497,219","222,474","1,138,168","171,661","445,590","150,002","389,489","51,156","407,925","50,591","288,071","34,817","89,300","27,481","69,312","696,057","710,338","506,397","535,960","789,673","904,314","596,484","749,524","690,035","679,961","681,314","750,072","732,483","677,694","602,067","710,269","408,958"
ME,WASHINGTON,23029,"7,154","130,813","19,463","140,611","10,502","181,965","8,207","193,297","10,439","208,028","9,635","256,267","11,026","216,796","29,875","264,235","12,063","274,310","13,636","443,064","9,636","462,662","10,255","579,768","9,348","870,761","9,903","662,879","24,802","828,892","24,458","42,189","8,826","49,909","3,596","70,923","2,622","71,866","3,737","77,845","3,606","87,226","4,529","58,228","11,618","100,593","3,708","104,794","4,083","58,985","2,382","61,455","2,533","76,800","2,492","116,405","2,483","251,927","8,449","313,873","8,554","73,257","140,293","31,662","27,766","26,127","13,664","18,646","11,803","21,843","47,188","7,301","6,074","6,764","2,653","4,430","2,522","2,463,492","2,485,950","1,860,471","1,968,771","2,851,223","3,329,381","2,136,164","2,735,487","2,505,148","2,454,853","2,495,294","2,576,718","2,595,044","2,426,435","2,071,933","2,607,151","1,404,228"
ME,YORK,23031,"2,633","207,121","190,130","189,881","104,737","214,471","82,235","202,330","104,220","196,017","96,597","219,742","111,133","181,214","305,195","215,585","125,129","218,715","143,536","345,616","104,222","353,450","114,586","409,299","107,925","580,063","118,365","422,337","307,166","509,786","318,922","66,799","86,217","67,397","35,866","83,593","26,273","75,225","37,309","73,350","36,157","74,794","45,645","48,672","118,689","82,072","38,466","83,555","42,979","46,012","25,764","46,949","28,299","54,219","28,771","77,544","29,674","160,509","104,641","193,039","111,541","234,469","688,355","68,149","381,987","145,512","202,216","109,342","159,400","61,075","203,540","14,280","98,750","38,438","47,339","25,451","32,665","1,013,753","969,898","712,091","814,905","1,162,935","1,169,025","1,016,980","1,069,488","950,015","1,141,729","943,727","1,431,027","1,151,673","970,365","916,406","1,014,840","698,125"
MD,ALLEGANY,24001,"1,113","280,067","40,082","261,255","51,454","218,011","47,797","188,818","27,679","235,992","35,491","268,302","44,078","214,063","45,007","203,319","38,547","232,521","50,082","213,411","58,122","208,439","72,221","181,839","60,473","166,681","48,890","319,865","84,886","202,739","72,829","81,522","11,149","77,263","11,898","45,576","9,023","49,181","5,633","59,291","6,860","53,443","10,104","42,192","9,313","47,875","10,676","43,426","9,867","41,973","10,851","42,937","11,699","36,601","10,127","29,950","6,937","55,211","10,754","34,628","8,203","247,710","67,322","196,297","76,235","190,217","76,114","208,414","60,311","76,286","15,000","60,576","15,923","57,888","15,346","64,554","13,126","693,904","790,764","614,422","550,789","846,423","726,207","593,411","628,119","700,861","743,417","613,904","886,400","568,984","680,107","574,350","598,782","569,193"
MD,ANNE ARUNDEL,24003,"1,087","779,923","366,820","707,392","480,009","570,944","455,396","474,974","267,835","564,887","348,705","603,116","440,703","585,113","461,205","661,980","404,741","888,178","533,590","945,463","629,866","1,061,637","791,286","822,356","669,677","663,796","554,281","1,110,174","980,994","605,234","866,065","227,019","102,030","209,201","110,994","119,357","85,969","123,715","54,505","141,923","67,405","120,134","101,025","115,326","95,435","155,875","112,094","165,878","105,121","185,951","117,593","218,692","128,183","165,527","112,143","119,273","78,643","191,623","124,279","103,376","97,546","199,821","67,206","201,134","53,002","212,947","37,695","156,010","26,667","57,888","16,738","53,586","12,160","50,953","7,304","35,436","4,559","486,099","548,860","487,080","481,230","763,246","631,346","566,840","524,821","673,913","687,333","542,784","692,519","480,970","499,636","599,607","520,293","547,700"
MD,BALTIMORE,24005,"1,578","1,803,745","623,640","1,690,024","812,584","1,417,433","762,578","1,234,839","448,494","1,553,969","583,208","1,781,164","732,144","1,596,274","756,859","1,695,241","656,041","2,159,760","859,332","2,201,878","1,014,994","2,383,554","1,270,846","1,968,552","1,067,996","1,708,366","873,290","3,103,659","1,538,590","1,862,104","1,350,742","525,033","173,464","499,801","187,896","296,317","143,958","321,635","91,269","390,420","112,735","354,789","167,835","314,626","156,614","399,175","181,693","403,361","169,294","433,059","189,495","490,999","205,869","396,239","178,845","306,964","123,905","535,710","194,919","318,053","152,135","494,051","578,964","423,117","548,167","394,278","449,618","301,038","376,617","130,426","113,129","108,268","106,260","106,115","92,863","80,260","74,375","690,928","861,706","858,789","849,473","1,121,424","954,677","778,076","838,517","1,095,277","1,041,661","758,314","1,190,666","638,167","894,834","954,742","772,495","771,509"
MD,CALVERT,24009,562,"578,682","25,022","640,108","34,318","630,545","33,940","643,295","20,795","947,195","28,524","1,271,616","37,458","951,017","40,521","838,342","36,589","878,589","49,569","726,736","60,510","625,318","78,588","492,685","68,503","405,803","57,509","695,442","103,539","390,693","94,550","168,442","6,960","189,303","7,935","131,816","6,407","167,557","4,232","237,974","5,514","253,292","8,587","187,446","8,385","197,403","10,133","164,087","9,765","142,932","11,297","128,812","12,731","99,170","11,471","72,916","8,160","120,037","13,117","66,732","10,649","97,992","32,958","71,823","18,926","89,641","15,868","91,040","15,562","26,161","7,564","20,957","4,755","21,705","3,112","21,527","2,770","253,739","273,211","228,462","225,741","392,326","320,602","297,735","260,148","330,759","347,410","285,463","332,764","258,691","235,452","296,462","267,507","281,776"
MD,CAROLINE,24011,833,"3,491,569","10,528","3,490,325","14,053","3,136,792","13,545","2,942,807","8,020","4,011,070","10,388","5,013,189","13,185","4,135,950","13,707","4,067,619","11,989","4,823,705","15,729","4,598,034","18,533","4,672,068","23,348","3,951,278","19,491","3,513,914","15,851","6,546,891","27,890","4,031,497","24,417","1,016,323","2,928","1,032,215","3,249","655,752","2,557","766,506","1,632","1,007,743","2,008","998,572","3,023","815,198","2,836","957,794","3,320","900,886","3,099","904,328","3,460","962,421","3,782","795,331","3,264","631,390","2,249","1,130,032","3,533","688,593","2,750","113,388","2,502,818","117,173","3,319,561","107,311","2,555,686","66,294","2,472,554","30,395","745,245","32,145","991,222","29,786","759,222","17,699","735,591","378,097","400,603","326,792","319,121","579,853","471,702","450,797","376,203","477,487","513,587","425,200","468,551","388,106","325,581","428,624","395,535","424,147"
MD,CARROLL,24013,"1,172","3,400,686","67,550","3,375,159","90,089","3,011,485","87,101","2,804,834","52,102","3,795,245","68,885","4,708,812","87,629","3,785,609","91,629","3,624,973","81,038","4,181,850","108,450","3,874,168","130,257","3,822,110","165,971","3,338,597","141,450","3,064,005","117,079","5,886,605","207,666","3,735,131","185,842","989,869","18,789","998,157","20,832","629,556","16,443","730,568","10,603","953,519","13,316","937,944","20,088","746,145","18,960","853,565","22,444","781,011","21,365","761,960","24,318","787,334","26,886","672,008","23,687","550,549","16,612","1,016,062","26,309","637,973","20,932","957,989","1,799,204","850,842","1,542,465","796,761","1,677,392","781,120","1,423,109","256,986","423,340","225,380","356,258","218,427","437,069","216,145","355,789","509,570","649,527","659,532","656,327","835,691","714,589","570,001","636,633","833,555","780,027","558,303","914,323","463,132","692,432","723,930","593,223","567,206"
